sum formula,Observed m/z,mSigma,Observed Intens,calc. m/z,err mDa,err ppm,C,H,K,N,Na,O,S
C46 H78 K O2 S ,733.536183,429.27,1193571,733.535411,-0.773,-1.053,46,78,1,0,0,2,1
C42 H73 N2 O8  ,733.536609,343.88,2143247,733.536144,-0.465,-0.634,42,73,0,2,0,8,0
C46 H78 Na O3 S,733.557129,509.36,1115752,733.556388,-0.74,-1.009,46,78,0,0,1,3,1
C39 H77 N2 O10 ,733.557652,559.75,1246228,733.557273,-0.378,-0.516,39,77,0,2,0,10,0
C43 H77 N2 O7  ,733.5729,338.64,1727512,733.572529,-0.371,-0.506,43,77,0,2,0,7,0
C44 H81 N2 O6  ,733.608958,-1000.0,1498144,733.608915,-0.044,-0.06,44,81,0,2,0,6,0
C44 H86 Na O4 S,733.614076,447.98,1059873,733.613903,-0.173,-0.235,44,86,0,0,1,4,1
C45 H90 K O2 S ,733.630039,459.45,1195643,733.629311,-0.727,-0.991,45,90,1,0,0,2,1
C45 H85 N2 O5  ,733.645661,494.74,1539113,733.6453,-0.36,-0.491,45,85,0,2,0,5,0
C48 H86 Na O3  ,733.6465,566.1,989178,733.646917,0.418,0.569,48,86,0,0,1,3,0
C47 H86 N2 Na O2,733.657728,324.84,1197099,733.658151,0.423,0.576,47,86,0,2,1,2,0
C44 H29 K N3 O6,734.169515,-1000.0,1036361,734.168794,-0.721,-0.982,44,29,1,3,0,6,0
C46 H72 N O4 S ,734.518065,-1000.0,1083518,734.517657,-0.407,-0.555,46,72,0,1,0,4,1
C47 H76 N O5   ,734.572034,322.66,3408006,734.571801,-0.233,-0.318,47,76,0,1,0,5,0
C44 H80 N O5 S ,734.574491,75.96,8437894,734.575172,0.681,0.927,44,80,0,1,0,5,1
C40 H80 N O10  ,734.578232,299.53,1310855,734.577674,-0.558,-0.759,40,80,0,1,0,10,0
C40 H84 N3 O8  ,734.625971,499.65,1224563,734.625293,-0.678,-0.922,40,84,0,3,0,8,0
C44 H89 N Na O5,734.663539,376.76,1503100,734.663296,-0.243,-0.331,44,89,0,1,1,5,0
C41 H71 N2 O9  ,735.515765,412.31,1883614,735.515408,-0.357,-0.485,41,71,0,2,0,9,0
C50 H71 O2 S   ,735.516167,409.72,1716305,735.516929,0.762,1.036,50,71,0,0,0,2,1
C47 H67 N4 O3  ,735.521354,472.09,1172959,735.520768,-0.586,-0.796,47,67,0,4,0,3,0
C38 H75 N2 O11 ,735.537121,408.26,1088995,735.536538,-0.584,-0.793,38,75,0,2,0,11,0
C42 H75 N2 O8  ,735.552295,407.4,1938918,735.551794,-0.502,-0.682,42,75,0,2,0,8,0
C43 H79 N2 O7  ,735.588823,410.29,1996271,735.588179,-0.644,-0.875,43,79,0,2,0,7,0
C49 H83 O2 S   ,735.610201,427.73,1339497,735.61083,0.628,0.854,49,83,0,0,0,2,1
C47 H84 Na O4  ,735.62549,502.99,1658988,735.626182,0.692,0.94,47,84,0,0,1,4,0
C40 H87 N4 O5 S,735.638672,385.15,1224186,735.63917,0.497,0.676,40,87,0,4,0,5,1
C47 H99 N4 O   ,735.781645,-1000.0,1261083,735.78134,-0.305,-0.414,47,99,0,4,0,1,0
C46 H39 N3 Na O5,736.277818,-1000.0,1101455,736.278192,0.374,0.509,46,39,0,3,1,5,0
C49 H86 N O S  ,736.641744,180.22,3278563,736.642464,0.72,0.978,49,86,0,1,0,1,1
C45 H86 N O6   ,736.644951,483.6,1228516,736.644966,0.014,0.02,45,86,0,1,0,6,0
C46 H87 K N3 O ,736.648478,303.11,2437483,736.648072,-0.406,-0.551,46,87,1,3,0,1,0
C43 H91 K N3 O S,736.651174,180.81,7177958,736.651444,0.27,0.367,43,91,1,3,0,1,1
C47 H87 N Na O3,736.657497,375.04,1405294,736.657816,0.32,0.434,47,87,0,1,1,3,0
C46 H90 N O3 S ,736.66421,403.28,1114857,736.663593,-0.617,-0.837,46,90,0,1,0,3,1
C45 H90 N3 O4  ,736.69323,377.05,1192311,736.692585,-0.645,-0.876,45,90,0,3,0,4,0
C47 H29 O9     ,737.179975,-1000.0,1151472,737.180609,0.634,0.86,47,29,0,0,0,9,0
C49 H69 O3 S   ,737.495546,507.8,1211305,737.496194,0.647,0.878,49,69,0,0,0,3,1
C46 H73 O5 S   ,737.516647,491.96,1187758,737.517323,0.676,0.917,46,73,0,0,0,5,1
C41 H73 N2 O9  ,737.531634,357.15,1963954,737.531058,-0.576,-0.78,41,73,0,2,0,9,0
C50 H73 O2 S   ,737.531943,498.73,1258055,737.532579,0.636,0.863,50,73,0,0,0,2,1
C51 H77 O S    ,737.568428,387.13,2336698,737.568965,0.536,0.727,51,77,0,0,0,1,1
C48 H81 O3 S   ,737.589829,467.88,2372182,737.590094,0.265,0.36,48,81,0,0,0,3,1
C46 H82 Na O5  ,737.605057,614.89,1288794,737.605446,0.39,0.528,46,82,0,0,1,5,0
C49 H77 N4 O   ,737.608758,-1000.0,1266260,737.60919,0.432,0.585,49,77,0,4,0,1,0
C45 H85 O5 S   ,737.610645,226.99,4014683,737.611223,0.578,0.784,45,85,0,0,0,5,1
C52 H81 O2     ,737.623116,329.61,1202119,737.623108,-0.008,-0.01,52,81,0,0,0,2,0
C46 H86 N2 Na O3,737.652777,80.1,3752539,737.653065,0.289,0.391,46,86,0,2,1,3,0
C45 H89 N2 O5  ,737.677328,582.94,1130451,737.6766,-0.728,-0.987,45,89,0,2,0,5,0
C40 H45 N Na O9 S,738.27058,-1000.0,1284794,738.270724,0.144,0.194,40,45,0,1,1,9,1
C47 H89 N Na O3,738.673559,625.67,1267897,738.673466,-0.093,-0.125,47,89,0,1,1,3,0
C48 H93 N Na O2,738.709773,301.45,1491138,738.709852,0.079,0.107,48,93,0,1,1,2,0
C49 H64 Na O4  ,739.470028,-1000.0,1084274,739.469681,-0.347,-0.47,49,64,0,0,1,4,0
C43 H67 N2 O8  ,739.48987,475.92,1084789,739.489194,-0.677,-0.915,43,67,0,2,0,8,0
C45 H68 N2 Na O5,739.502465,393.49,1065336,739.502044,-0.421,-0.57,45,68,0,2,1,5,0
C49 H71 O3 S   ,739.511499,318.44,2212916,739.511844,0.345,0.467,49,71,0,0,0,3,1
C47 H72 Na O5  ,739.526616,529.35,2135096,739.527196,0.581,0.785,47,72,0,0,1,5,0
C50 H75 O2 S   ,739.547883,434.84,2409533,739.548229,0.346,0.468,50,75,0,0,0,2,1
C51 H79 O S    ,739.584289,450.13,1812875,739.584615,0.326,0.441,51,79,0,0,0,1,1
C49 H80 Na O3  ,739.599873,415.74,1350730,739.599967,0.094,0.127,49,80,0,0,1,3,0
C46 H84 Na O5  ,739.621059,512.82,1159571,739.621097,0.037,0.05,46,84,0,0,1,5,0
C48 H92 Na O3  ,739.69389,169.95,1288612,739.693868,-0.022,-0.03,48,92,0,0,1,3,0
C43 H79 K N3 O4,740.570956,253.44,2212893,740.570216,-0.74,-0.999,43,79,1,3,0,4,0
C43 H82 N O8   ,740.603104,414.9,1422659,740.603495,0.391,0.528,43,82,0,1,0,8,0
C46 H87 N Na O4,740.652178,507.65,1116800,740.652731,0.553,0.747,46,87,0,1,1,4,0
C48 H86 N O4   ,740.654879,512.03,1088128,740.655137,0.258,0.348,48,86,0,1,0,4,0
C48 H95 N Na O2,740.724938,-1000.0,1107297,740.725502,0.564,0.761,48,95,0,1,1,2,0
C52 H25 N2 O2 S,741.162545,-1000.0,1020024,741.163126,0.581,0.783,52,25,0,2,0,2,1
C50 H29 O7     ,741.191344,-1000.0,1188603,741.19078,-0.564,-0.761,50,29,0,0,0,7,0
C47 H33 O9     ,741.211743,-1000.0,1101274,741.211909,0.166,0.225,47,33,0,0,0,9,0
C41 H45 N2 O11 ,741.301934,-1000.0,1766542,741.301787,-0.147,-0.199,41,45,0,2,0,11,0
C50 H45 O4 S   ,741.304021,381.12,1084181,741.303308,-0.713,-0.962,50,45,0,0,0,4,1
C41 H50 K O10  ,741.304302,-1000.0,1134065,741.303556,-0.746,-1.006,41,50,1,0,0,10,0
C48 H62 Na O3 S,741.431734,448.85,1060002,741.431188,-0.546,-0.736,48,62,0,0,1,3,1
C48 H69 O4 S   ,741.491157,457.36,1319743,741.491108,-0.049,-0.066,48,69,0,0,0,4,1
C52 H69 O S    ,741.506415,437.31,1660451,741.506364,-0.05,-0.068,52,69,0,0,0,1,1
C52 H69 O3     ,741.524608,624.31,1146408,741.524123,-0.486,-0.655,52,69,0,0,0,3,0
C49 H73 O3 S   ,741.527734,506.9,2487849,741.527494,-0.24,-0.323,49,73,0,0,0,3,1
C46 H69 N4 O4  ,741.532107,489.11,1633097,741.531333,-0.774,-1.044,46,69,0,4,0,4,0
C43 H73 N4 O4 S,741.534535,387.73,3484489,741.534704,0.17,0.229,43,73,0,4,0,4,1
C48 H78 K O S  ,741.540013,473.62,1099308,741.540496,0.483,0.652,48,78,1,0,0,1,1
C47 H74 Na O5  ,741.542962,537.17,1648172,741.542846,-0.116,-0.156,47,74,0,0,1,5,0
C48 H78 Na O2 S,741.561794,554.57,1411919,741.561474,-0.321,-0.432,48,78,0,0,1,2,1
C50 H77 O2 S   ,741.564002,473.94,2643506,741.563879,-0.122,-0.165,50,77,0,0,0,2,1
C48 H78 Na O4  ,741.579786,471.35,1359414,741.579232,-0.554,-0.748,48,78,0,0,1,4,0
C51 H81 O S    ,741.600212,414.58,2378584,741.600265,0.053,0.071,51,81,0,0,0,1,1
C47 H90 Na O4  ,741.67316,-1000.0,1278825,741.673132,-0.028,-0.038,47,90,0,0,1,4,0
C45 H76 N O7   ,742.561485,549.58,1322322,742.56163,0.146,0.196,45,76,0,1,0,7,0
C47 H84 N O5   ,742.633846,423.44,1682499,742.634401,0.555,0.748,47,84,0,1,0,5,0
C48 H97 N Na O2,742.741476,400.7,1248348,742.741152,-0.324,-0.436,48,97,0,1,1,2,0
C31 H12 K O18 S,742.938169,-1000.0,1015180,742.937593,-0.577,-0.776,31,12,1,0,0,18,1
C43 H39 N2 O8 S,743.241916,-1000.0,1114065,743.242164,0.248,0.333,43,39,0,2,0,8,1
C42 H56 K O9   ,743.3564,-1000.0,994765,743.355591,-0.808,-1.088,42,56,1,0,0,9,0
C53 H59 O S    ,743.428844,345.78,1031641,743.428114,-0.73,-0.981,53,59,0,0,0,1,1
C46 H67 N2 O4 S,743.480959,305.33,1181955,743.481606,0.647,0.87,46,67,0,2,0,4,1
C48 H71 O4 S   ,743.507256,527.79,1171475,743.506758,-0.498,-0.67,48,71,0,0,0,4,1
C52 H71 O S    ,743.522276,517.66,2829581,743.522015,-0.261,-0.352,52,71,0,0,0,1,1
C52 H71 O3     ,743.54023,633.6,1112091,743.539773,-0.458,-0.616,52,71,0,0,0,3,0
C47 H76 Na O5  ,743.558609,409.98,2414624,743.558496,-0.113,-0.152,47,76,0,0,1,5,0
C50 H79 O2 S   ,743.579707,431.08,2338074,743.579529,-0.178,-0.239,50,79,0,0,0,2,1
C45 H79 N2 O6  ,743.593206,181.2,1037810,743.593265,0.059,0.079,45,79,0,2,0,6,0
C51 H83 O S    ,743.616125,397.85,2215202,743.615915,-0.21,-0.282,51,83,0,0,0,1,1
C49 H84 Na O3  ,743.63188,-1000.0,1280050,743.631267,-0.613,-0.825,49,84,0,0,1,3,0
C46 H88 Na O5  ,743.652446,412.55,3295287,743.652397,-0.049,-0.066,46,88,0,0,1,5,0
C40 H83 K N O6 S,744.558016,341.29,1287818,744.557268,-0.748,-1.005,40,83,1,1,0,6,1
C46 H82 N O4 S ,744.595248,338.32,1024655,744.595908,0.66,0.886,46,82,0,1,0,4,1
C42 H82 N O9   ,744.599012,436.79,1066495,744.59841,-0.603,-0.809,42,82,0,1,0,9,0
C47 H95 N Na O3,744.720552,423.36,1173823,744.720417,-0.135,-0.182,47,95,0,1,1,3,0
C48 H99 N Na O2,744.757159,-1000.0,1620296,744.756802,-0.357,-0.479,48,99,0,1,1,2,0
C43 H45 N4 O6 S,745.305082,-1000.0,1085086,745.305433,0.35,0.47,43,45,0,4,0,6,1
C44 H61 N2 O6 S,745.424051,-1000.0,990994,745.424485,0.434,0.582,44,61,0,2,0,6,1
C48 H66 Na O3 S,745.46329,-1000.0,1112566,745.462488,-0.802,-1.076,48,66,0,0,1,3,1
C47 H69 O5 S   ,745.486431,417.97,1096188,745.486023,-0.408,-0.547,47,69,0,0,0,5,1
C51 H69 O2 S   ,745.50145,518.02,1236682,745.501279,-0.171,-0.229,51,69,0,0,0,2,1
C48 H73 O4 S   ,745.522791,475.03,2037455,745.522408,-0.382,-0.513,48,73,0,0,0,4,1
C44 H73 O9     ,745.524563,325.66,4081442,745.52491,0.347,0.466,44,73,0,0,0,9,0
C45 H69 N4 O5  ,745.526994,63.19,8193826,745.526248,-0.746,-1.001,45,69,0,4,0,5,0
C45 H74 K N2 O4,745.528823,379.51,2554374,745.528017,-0.806,-1.082,45,74,1,2,0,4,0
C41 H77 O9 S   ,745.52889,329.17,2940624,745.528282,-0.609,-0.816,41,77,0,0,0,9,1
C52 H73 O S    ,745.538124,372.98,3186386,745.537665,-0.459,-0.616,52,73,0,0,0,1,1
C49 H77 O3 S   ,745.559476,373.75,2218510,745.558794,-0.682,-0.915,49,77,0,0,0,3,1
C47 H78 Na O5  ,745.574145,548.03,1740506,745.574146,0.001,0.002,47,78,0,0,1,5,0
C41 H81 N2 O7 S,745.575722,276.61,1339178,745.575901,0.179,0.24,41,81,0,2,0,7,1
C50 H73 N4 O   ,745.577904,422.03,1953499,745.577889,-0.015,-0.02,50,73,0,4,0,1,0
C50 H81 O2 S   ,745.595492,503.41,1425119,745.595179,-0.313,-0.42,50,81,0,0,0,2,1
C48 H82 Na O4  ,745.610813,667.54,1174042,745.610532,-0.281,-0.377,48,82,0,0,1,4,0
C41 H85 N4 O7  ,745.642063,384.69,981812,745.641278,-0.785,-1.053,41,85,0,4,0,7,0
C47 H94 K O3   ,745.684252,450.73,1158701,745.683455,-0.798,-1.07,47,94,1,0,0,3,0
C23 H8 N O26 S ,745.904881,-1000.0,1155683,745.904977,0.096,0.128,23,8,0,1,0,26,1
C44 H92 N O5 S ,746.66986,331.14,1238998,746.669073,-0.788,-1.055,44,92,0,1,0,5,1
C24 H8 N2 Na O23 S,746.912897,-1000.0,976892,746.913076,0.179,0.24,24,8,0,2,1,23,1
C48 H67 N4 O S ,747.502768,457.28,1208456,747.50301,0.242,0.324,48,67,0,4,0,1,1
C51 H71 O2 S   ,747.517584,308.5,2056332,747.516929,-0.655,-0.876,51,71,0,0,0,2,1
C39 H75 N2 O9 S,747.518231,449.51,1465328,747.51878,0.549,0.734,39,75,0,2,0,9,1
C48 H75 O4 S   ,747.538619,480.59,1248245,747.538058,-0.56,-0.749,48,75,0,0,0,4,1
C39 H80 K O10  ,747.539056,475.88,1247377,747.538307,-0.749,-1.002,39,80,1,0,0,10,0
C46 H76 Na O6  ,747.554185,260.13,2687124,747.553411,-0.774,-1.035,46,76,0,0,1,6,0
C49 H79 O3 S   ,747.574991,485.87,1354750,747.574444,-0.547,-0.732,49,79,0,0,0,3,1
C47 H80 Na O5  ,747.590469,199.21,3054594,747.589796,-0.673,-0.9,47,80,0,0,1,5,0
C48 H84 Na O4  ,747.62684,426.31,2842788,747.626182,-0.658,-0.88,48,84,0,0,1,4,0
C45 H88 K O5   ,747.627072,443.3,2624523,747.626334,-0.738,-0.987,45,88,1,0,0,5,0
C46 H92 K O4   ,747.663442,339.2,1097748,747.662719,-0.723,-0.967,46,92,1,0,0,4,0
C50 H87 N2 O2  ,747.676075,476.84,1355799,747.676206,0.132,0.176,50,87,0,2,0,2,0
C51 H78 N3 O   ,748.614442,551.35,1217789,748.613941,-0.502,-0.67,51,78,0,3,0,1,0
C44 H87 N Na O4 S,748.624978,423.16,2702592,748.624802,-0.176,-0.235,44,87,0,1,1,4,1
C44 H91 K N3 O S,748.651163,395.2,1603856,748.651444,0.281,0.375,44,91,1,3,0,1,1
C43 H87 N3 Na O5,748.653546,374.39,1495431,748.653794,0.248,0.331,43,87,0,3,1,5,0
C48 H87 N Na O3,748.658606,207.33,4156680,748.657816,-0.79,-1.055,48,87,0,1,1,3,0
C48 H49 N2 O6  ,749.358655,-1000.0,1044865,749.358514,-0.141,-0.188,48,49,0,2,0,6,0
C47 H65 N4 O2 S,749.482219,-1000.0,1499710,749.482275,0.056,0.075,47,65,0,4,0,2,1
