Observed m/z,mSigma,Observed Intens,calc. m/z,err mDa,err ppm,sum formula,C,H,K,N,Na,O,S
225.148658,-1000.0,834444,225.148521,-0.137,-0.611,C13 H21 O3     ,13,21,0,0,0,3,0
226.027974,378.9,750177,226.028089,0.114,0.506,C8 H8 N3 O3 S  ,8,8,0,3,0,3,1
226.974181,548.69,830277,226.974117,-0.064,-0.284,C10 H4 K O4    ,10,4,1,0,0,4,0
227.082325,378.39,798559,227.08247,0.145,0.637,C8 H16 N2 Na O2 S,8,16,0,2,1,2,1
227.104475,7.27,5601636,227.10425,-0.225,-0.991,C13 H16 Na O2  ,13,16,0,0,1,2,0
227.125541,-1000.0,1119593,227.12538,-0.162,-0.711,C10 H20 Na O4  ,10,20,0,0,1,4,0
227.143971,221.91,2005357,227.144007,0.036,0.159,C11 H24 Na O S ,11,24,0,0,1,1,1
228.013757,-1000.0,836157,228.013878,0.121,0.53,C8 H6 N O7     ,8,6,0,1,0,7,0
228.041911,489.99,761412,228.041985,0.074,0.323,C14 H7 N Na O  ,14,7,0,1,1,1,0
228.232362,-1000.0,885874,228.232191,-0.171,-0.748,C14 H30 N O    ,14,30,0,1,0,1,0
229.029328,369.23,793391,229.029371,0.043,0.189,C11 H10 Na O2 S,11,10,0,0,1,2,1
229.061704,-1000.0,765239,229.061734,0.03,0.132,C7 H14 N2 Na O3 S,7,14,0,2,1,3,1
229.120103,377.16,1108805,229.119901,-0.203,-0.884,C13 H18 Na O2  ,13,18,0,0,1,2,0
229.162085,-1000.0,770895,229.162063,-0.022,-0.098,C13 H25 O S    ,13,25,0,0,0,1,1
231.043351,-1000.0,779530,231.043404,0.054,0.232,C8 H11 N2 O4 S ,8,11,0,2,0,4,1
231.104991,567.34,749848,231.104942,-0.049,-0.211,C11 H19 O3 S   ,11,19,0,0,0,3,1
231.135776,-1000.0,1703199,231.135551,-0.226,-0.976,C13 H20 Na O2  ,13,20,0,0,1,2,0
233.114994,477.98,912107,233.114815,-0.179,-0.767,C12 H18 Na O3  ,12,18,0,0,1,3,0
234.003333,-1000.0,846775,234.003313,-0.02,-0.086,C10 H4 N O6    ,10,4,0,1,0,6,0
234.037436,437.56,779967,234.037293,-0.143,-0.609,C9 H9 N Na O5  ,9,9,0,1,1,5,0
235.015646,386.29,753822,235.015587,-0.059,-0.251,C13 H8 K O2    ,13,8,1,0,0,2,0
235.09222,-1000.0,747695,235.092463,0.242,1.031,C8 H15 N2 O6   ,8,15,0,2,0,6,0
235.120762,-1000.0,752822,235.120721,-0.041,-0.174,C11 H20 K N2 O ,11,20,1,2,0,1,0
235.130697,58.1,3846328,235.130465,-0.231,-0.984,C12 H20 Na O3  ,12,20,0,0,1,3,0
236.162071,-1000.0,757153,236.1621,0.029,0.121,C12 H23 N Na O2,12,23,0,1,1,2,0
236.198697,496.43,873897,236.198485,-0.212,-0.895,C13 H27 N Na O ,13,27,0,1,1,1,0
236.996542,483.98,787036,236.996454,-0.088,-0.37,C9 H5 N2 O4 S  ,9,5,0,2,0,4,1
237.109962,-1000.0,1565301,237.10973,-0.232,-0.978,C11 H18 Na O4  ,11,18,0,0,1,4,0
237.146327,-1000.0,2990717,237.146115,-0.211,-0.892,C12 H22 Na O3  ,12,22,0,0,1,3,0
237.182753,485.91,1139333,237.182501,-0.252,-1.063,C13 H26 Na O2  ,13,26,0,0,1,2,0
239.013673,-1000.0,825881,239.013721,0.049,0.204,C12 H8 Na O2 S ,12,8,0,0,1,2,1
239.125593,400.46,1017905,239.12538,-0.213,-0.89,C11 H20 Na O4  ,11,20,0,0,1,4,0
239.161994,108.19,2577465,239.161765,-0.229,-0.956,C12 H24 Na O3  ,12,24,0,0,1,3,0
239.936369,316.15,809698,239.936351,-0.018,-0.075,C6 H3 K N O5 S ,6,3,1,1,0,5,1
240.974677,-1000.0,831937,240.97451,-0.167,-0.692,C7 H6 K O7     ,7,6,1,0,0,7,0
241.029677,270.31,1560013,241.029523,-0.154,-0.639,C9 H14 K O3 S  ,9,14,1,0,0,3,1
241.120164,-1000.0,1333728,241.119901,-0.263,-1.091,C14 H18 Na O2  ,14,18,0,0,1,2,0
241.156547,448.01,923112,241.156286,-0.261,-1.082,C15 H22 Na O   ,15,22,0,0,1,1,0
241.17765,6.56,7329261,241.177415,-0.235,-0.974,C12 H26 Na O3  ,12,26,0,0,1,3,0
242.118642,396.83,755893,242.118521,-0.122,-0.502,C10 H21 N Na O2 S,10,21,0,1,1,2,1
242.154156,196.02,2803388,242.153941,-0.215,-0.89,C16 H20 N O    ,16,20,0,1,0,1,0
243.053109,421.53,784249,243.052884,-0.225,-0.927,C14 H8 N2 Na O ,14,8,0,2,1,1,0
243.053558,377.85,775545,243.0533,-0.257,-1.059,C7 H15 O7 S    ,7,15,0,0,0,7,1
243.062962,386.12,864635,243.06278,-0.182,-0.75,C12 H12 Na O4  ,12,12,0,0,1,4,0
243.135761,160.94,2088842,243.135551,-0.21,-0.866,C14 H20 Na O2  ,14,20,0,0,1,2,0
243.957559,-1000.0,808501,243.957755,0.197,0.806,C8 H3 K N3 O2 S,8,3,1,3,0,2,1
244.004101,378.25,815166,244.003885,-0.216,-0.885,C10 H7 N Na O3 S,10,7,0,1,1,3,1
244.039332,-1000.0,755782,244.039305,-0.027,-0.111,C16 H6 N O2    ,16,6,0,1,0,2,0
244.061184,-1000.0,779850,244.0614,0.216,0.884,C8 H15 N Na O4 S,8,15,0,1,1,4,1
244.129404,332.56,1102936,244.129182,-0.222,-0.908,C10 H18 N3 O4  ,10,18,0,3,0,4,0
245.078663,84.14,7084315,245.07843,-0.234,-0.954,C12 H14 Na O4  ,12,14,0,0,1,4,0
245.093922,-1000.0,899358,245.093686,-0.236,-0.963,C16 H14 Na O   ,16,14,0,0,1,1,0
245.151421,358.4,1245482,245.151201,-0.221,-0.9,C14 H22 Na O2  ,14,22,0,0,1,2,0
246.040486,-1000.0,756190,246.040664,0.178,0.725,C7 H13 N Na O5 S,7,13,0,1,1,5,1
246.091364,-1000.0,806376,246.09134,-0.024,-0.098,C17 H12 N O    ,17,12,0,1,0,1,0
247.087364,379.27,811184,247.087555,0.191,0.772,C11 H16 N2 Na O S,11,16,0,2,1,1,1
247.155114,612.45,804541,247.155338,0.224,0.905,C13 H19 N4 O   ,13,19,0,4,0,1,0
248.104863,487.91,1612665,248.104737,-0.126,-0.509,C12 H19 K N O2 ,12,19,1,1,0,2,0
249.006464,-1000.0,789033,249.00635,-0.114,-0.457,C8 H9 O7 S     ,8,9,0,0,0,7,1
249.017776,-1000.0,764459,249.017584,-0.193,-0.773,C7 H9 N2 O6 S  ,7,9,0,2,0,6,1
249.030225,-1000.0,765998,249.030434,0.209,0.838,C9 H10 N2 Na O3 S,9,10,0,2,1,3,1
249.109998,14.42,8502333,249.10973,-0.268,-1.076,C12 H18 Na O4  ,12,18,0,0,1,4,0
249.146366,165.91,2018372,249.146115,-0.251,-1.008,C13 H22 Na O3  ,13,22,0,0,1,3,0
249.157607,271.23,2737222,249.157349,-0.259,-1.039,C12 H22 N2 Na O2,12,22,0,2,1,2,0
249.18242,490.31,1430603,249.182501,0.081,0.324,C14 H26 Na O2  ,14,26,0,0,1,2,0
249.182762,7.1,10173515,249.182501,-0.261,-1.047,C14 H26 Na O2  ,14,26,0,0,1,2,0
250.191384,616.92,802062,250.191389,0.005,0.02,C14 H24 N3 O   ,14,24,0,3,0,1,0
250.995088,-1000.0,761767,250.995094,0.006,0.023,C12 H4 Na O5   ,12,4,0,0,1,5,0
251.125638,53.87,3272128,251.12538,-0.258,-1.027,C12 H20 Na O4  ,12,20,0,0,1,4,0
251.162032,-1000.0,1462727,251.161765,-0.266,-1.06,C13 H24 Na O3  ,13,24,0,0,1,3,0
251.198413,6.16,6938062,251.198151,-0.262,-1.044,C14 H28 Na O2  ,14,28,0,0,1,2,0
252.097985,572.09,785015,252.097882,-0.103,-0.409,C11 H14 N3 O4  ,11,14,0,3,0,4,0
252.993366,-1000.0,1483550,252.993138,-0.228,-0.9,C9 H10 K O4 S  ,9,10,1,0,0,4,1
253.081806,423.12,818990,253.081898,0.092,0.363,C11 H13 N2 O5  ,11,13,0,2,0,5,0
253.104888,-1000.0,1168179,253.104644,-0.244,-0.963,C11 H18 Na O5  ,11,18,0,0,1,5,0
253.177654,-1000.0,1052480,253.177415,-0.239,-0.944,C13 H26 Na O3  ,13,26,0,0,1,3,0
253.213754,-1000.0,819015,253.213801,0.047,0.184,C14 H30 Na O2  ,14,30,0,0,1,2,0
253.214058,-1000.0,1806151,253.213801,-0.257,-1.014,C14 H30 Na O2  ,14,30,0,0,1,2,0
255.026674,-1000.0,766610,255.026394,-0.28,-1.097,C12 H8 Na O5   ,12,8,0,0,1,5,0
255.061088,387.93,905369,255.061163,0.075,0.292,C10 H11 N2 O6  ,10,11,0,2,0,6,0
255.120544,-1000.0,1532067,255.120294,-0.25,-0.979,C11 H20 Na O5  ,11,20,0,0,1,5,0
255.135789,389.62,1143974,255.135551,-0.239,-0.935,C15 H20 Na O2  ,15,20,0,0,1,2,0
255.156916,49.29,3342506,255.15668,-0.236,-0.927,C12 H24 Na O4  ,12,24,0,0,1,4,0
256.111598,453.46,949589,256.111424,-0.174,-0.679,C11 H18 N3 O2 S,11,18,0,3,0,2,1
256.263742,11.2,42787184,256.263491,-0.251,-0.98,C16 H34 N O    ,16,34,0,1,0,1,0
257.044567,646.38,880123,257.04445,-0.117,-0.455,C14 H9 O5      ,14,9,0,0,0,5,0
257.115141,360.14,887303,257.114967,-0.174,-0.675,C11 H22 K O4   ,11,22,1,0,0,4,0
257.15146,20.8,5366286,257.151201,-0.26,-1.009,C15 H22 Na O2  ,15,22,0,0,1,2,0
258.243021,19.94,5755597,258.242756,-0.266,-1.028,C15 H32 N O2   ,15,32,0,1,0,2,0
259.094342,-1000.0,1055585,259.09408,-0.262,-1.011,C13 H16 Na O4  ,13,16,0,0,1,4,0
261.130814,342.39,4252860,261.130763,-0.051,-0.195,C16 H21 O S    ,16,21,0,0,0,1,1
261.180659,-1000.0,794308,261.180884,0.225,0.86,C12 H25 N2 O4  ,12,25,0,2,0,4,0
263.009468,276.11,1237493,263.009699,0.23,0.876,C9 H8 N2 Na O4 S,9,8,0,2,1,4,1
263.018608,-1000.0,776182,263.018629,0.021,0.08,C12 H7 O7      ,12,7,0,0,0,7,0
263.056448,84.64,27518460,263.056352,-0.096,-0.365,C14 H7 N4 O2   ,14,7,0,4,0,2,0
263.125656,-1000.0,2377224,263.12538,-0.276,-1.049,C13 H20 Na O4  ,13,20,0,0,1,4,0
263.198436,-1000.0,3700244,263.198151,-0.285,-1.084,C15 H28 Na O2  ,15,28,0,0,1,2,0
263.972466,281.56,840851,263.972737,0.271,1.026,C9 H7 K N O4 S ,9,7,1,1,0,4,1
264.066254,-1000.0,875682,264.066485,0.232,0.877,C11 H15 N Na O3 S,11,15,0,1,1,3,1
264.232467,15.59,46786236,264.232191,-0.276,-1.043,C17 H30 N O    ,17,30,0,1,0,1,0
265.053021,-1000.0,786242,265.052906,-0.114,-0.43,C13 H13 O4 S   ,13,13,0,0,0,4,1
265.120231,470.82,887885,265.120052,-0.178,-0.672,C13 H22 K O3   ,13,22,1,0,0,3,0
265.141313,-1000.0,1939280,265.14103,-0.283,-1.068,C13 H22 Na O4  ,13,22,0,0,1,4,0
265.177252,379.06,1041238,265.177415,0.163,0.616,C14 H26 Na O3  ,14,26,0,0,1,3,0
265.17769,118.7,4056918,265.177415,-0.274,-1.035,C14 H26 Na O3  ,14,26,0,0,1,3,0
265.988298,-1000.0,834007,265.988235,-0.063,-0.237,C12 H5 N Na O3 S,12,5,0,1,1,3,1
266.044173,362.29,810976,266.044133,-0.04,-0.151,C7 H12 N3 O6 S ,7,12,0,3,0,6,1
267.172212,-1000.0,774291,267.171936,-0.276,-1.032,C17 H24 Na O   ,17,24,0,0,1,1,0
267.193359,86.22,2521238,267.193065,-0.294,-1.099,C14 H28 Na O3  ,14,28,0,0,1,3,0
268.035337,-1000.0,822554,268.035282,-0.055,-0.205,C13 H6 N3 O4   ,13,6,0,3,0,4,0
268.136738,613.92,806186,268.136577,-0.162,-0.604,C14 H22 N O2 S ,14,22,0,1,0,2,1
269.06101,443.73,796601,269.060824,-0.187,-0.694,C11 H18 K O3 S ,11,18,1,0,0,3,1
269.115146,459.7,812481,269.114967,-0.179,-0.664,C12 H22 K O4   ,12,22,1,0,0,4,0
269.136221,217.2,1606084,269.135945,-0.277,-1.028,C12 H22 Na O5  ,12,22,0,0,1,5,0
269.151471,255.97,1488327,269.151201,-0.27,-1.004,C16 H22 Na O2  ,16,22,0,0,1,2,0
269.209005,-1000.0,5478864,269.208716,-0.29,-1.076,C14 H30 Na O3  ,14,30,0,0,1,3,0
270.133869,-1000.0,1323613,270.133599,-0.27,-1.0,C13 H20 N O5   ,13,20,0,1,0,5,0
270.279004,417.07,871027,270.279141,0.137,0.506,C17 H36 N O    ,17,36,0,1,0,1,0
271.130753,-1000.0,1102580,271.130465,-0.288,-1.061,C15 H20 Na O3  ,15,20,0,0,1,3,0
271.167145,8.58,11660025,271.166851,-0.294,-1.086,C16 H24 Na O2  ,16,24,0,0,1,2,0
271.188269,6.14,8760060,271.18798,-0.289,-1.067,C13 H28 Na O4  ,13,28,0,0,1,4,0
272.258355,414.7,2075548,272.258406,0.05,0.185,C16 H34 N O2   ,16,34,0,1,0,2,0
273.110097,211.84,1618970,273.109882,-0.215,-0.788,C11 H22 K O5   ,11,22,1,0,0,5,0
273.125231,-1000.0,838684,273.124986,-0.245,-0.897,C18 H18 Na O   ,18,18,0,0,1,1,0
273.146426,335.33,1127456,273.146267,-0.158,-0.58,C12 H26 K O4   ,12,26,1,0,0,4,0
275.140996,481.73,995650,275.140788,-0.208,-0.754,C15 H24 K O2   ,15,24,1,0,0,2,0
277.072123,190.21,2410070,277.072002,-0.121,-0.435,C15 H9 N4 O2   ,15,9,0,4,0,2,0
279.051417,-1000.0,1105771,279.051267,-0.15,-0.538,C14 H7 N4 O3   ,14,7,0,4,0,3,0
279.159019,421.54,1259385,279.159086,0.066,0.237,C16 H23 O4     ,16,23,0,0,0,4,0
279.229755,11.11,100659072,279.229451,-0.304,-1.087,C16 H32 Na O2  ,16,32,0,0,1,2,0
279.942373,425.64,814565,279.942499,0.126,0.452,C7 H3 K N3 O5 S,7,3,1,3,0,5,1
280.992891,-1000.0,839797,280.992808,-0.083,-0.295,C11 H5 O9      ,11,5,0,0,0,9,0
281.030657,373.77,943226,281.030531,-0.126,-0.447,C13 H5 N4 O4   ,13,5,0,4,0,4,0
281.151553,478.45,859274,281.151353,-0.201,-0.714,C14 H26 K O3   ,14,26,1,0,0,3,0
281.187774,372.65,1289359,281.187586,-0.188,-0.669,C18 H26 Na O   ,18,26,0,0,1,1,0
282.103705,318.43,780555,282.103691,-0.014,-0.048,C11 H21 K N3 O S,11,21,1,3,0,1,1
282.978433,338.03,842112,282.978398,-0.035,-0.123,C11 H4 N2 Na O4 S,11,4,0,2,1,4,1
283.053577,-1000.0,855434,283.053575,-0.002,-0.007,C15 H11 N2 O2 S,15,11,0,2,0,2,1
283.145006,573.83,784278,283.14507,0.064,0.227,C12 H24 N2 Na O2 S,12,24,0,2,1,2,1
283.146073,525.4,819606,283.145873,-0.2,-0.707,C17 H24 K O    ,17,24,1,0,0,1,0
283.201542,560.16,861598,283.201619,0.077,0.271,C15 H27 N2 O3  ,15,27,0,2,0,3,0
283.203616,615.12,1288606,283.203388,-0.228,-0.804,C15 H32 K O2   ,15,32,1,0,0,2,0
284.149539,-1000.0,870939,284.149249,-0.29,-1.02,C14 H22 N O5   ,14,22,0,1,0,5,0
284.173292,-1000.0,801822,284.173333,0.041,0.145,C15 H23 N3 Na O,15,23,0,3,1,1,0
285.142382,381.38,984734,285.142093,-0.289,-1.014,C11 H22 N2 Na O5,11,22,0,2,1,5,0
285.146511,299.22,1063582,285.146267,-0.244,-0.854,C13 H26 K O4   ,13,26,1,0,0,4,0
285.182883,406.35,1227427,285.182653,-0.23,-0.807,C14 H30 K O3   ,14,30,1,0,0,3,0
285.184851,447.65,1069731,285.184906,0.055,0.193,C19 H25 O2     ,19,25,0,0,0,2,0
285.219182,-1000.0,1196712,285.218886,-0.296,-1.038,C18 H30 Na O   ,18,30,0,0,1,1,0
286.035618,359.07,852242,286.035579,-0.039,-0.135,C9 H13 N Na O6 S,9,13,0,1,1,6,1
287.015907,-1000.0,800656,287.016127,0.22,0.767,C18 H7 O2 S    ,18,7,0,0,0,2,1
287.13131,490.47,785311,287.131157,-0.153,-0.534,C14 H23 O4 S   ,14,23,0,0,0,4,1
287.140915,328.22,1011616,287.140636,-0.279,-0.973,C19 H20 Na O   ,19,20,0,0,1,1,0
287.162118,266.22,2675619,287.161917,-0.201,-0.7,C13 H28 K O4   ,13,28,1,0,0,4,0
287.196313,379.84,821160,287.196534,0.221,0.77,C14 H27 N2 O4  ,14,27,0,2,0,4,0
287.198202,288.62,1242024,287.198151,-0.052,-0.18,C17 H28 Na O2  ,17,28,0,0,1,2,0
287.99222,-1000.0,898061,287.992097,-0.123,-0.427,C8 H6 N3 O7 S  ,8,6,0,3,0,7,1
288.008799,-1000.0,817167,288.00897,0.171,0.595,C15 H7 N Na O2 S,15,7,0,1,1,2,1
289.055549,-1000.0,819860,289.055408,-0.14,-0.485,C11 H13 O9     ,11,13,0,0,0,9,0
289.140784,651.09,790687,289.14103,0.246,0.851,C15 H22 Na O4  ,15,22,0,0,1,4,0
289.141395,444.75,2450591,289.141182,-0.213,-0.736,C12 H26 K O5   ,12,26,1,0,0,5,0
289.156635,502.01,1211553,289.156438,-0.197,-0.68,C16 H26 K O2   ,16,26,1,0,0,2,0
289.237182,501.69,779947,289.237336,0.154,0.533,C16 H33 O4     ,16,33,0,0,0,4,0
290.079121,-1000.0,791829,290.078916,-0.205,-0.706,C13 H17 K N O4 ,13,17,1,1,0,4,0
290.118347,417.43,794906,290.118521,0.174,0.599,C14 H21 N Na O2 S,14,21,0,1,1,2,1
291.112505,-1000.0,780182,291.112804,0.299,1.026,C18 H15 N2 O2  ,18,15,0,2,0,2,0
291.120602,-1000.0,1325463,291.120294,-0.308,-1.058,C14 H20 Na O5  ,14,20,0,0,1,5,0
291.172297,536.04,970141,291.172088,-0.209,-0.719,C16 H28 K O2   ,16,28,1,0,0,2,0
292.145166,229.66,1254933,292.145404,0.238,0.816,C13 H23 N3 Na O S,13,23,0,3,1,1,1
292.175678,572.0,846361,292.175464,-0.214,-0.732,C13 H26 N O6   ,13,26,0,1,0,6,0
292.261028,414.53,1264163,292.261085,0.058,0.197,C17 H35 N Na O ,17,35,0,1,1,1,0
292.980357,337.38,823932,292.980658,0.301,1.028,C9 H6 K N2 O7  ,9,6,1,2,0,7,0
293.051668,-1000.0,821892,293.05166,-0.007,-0.024,C11 H9 N4 O6   ,11,9,0,4,0,6,0
293.149356,541.08,936592,293.149584,0.227,0.775,C15 H21 N2 O4  ,15,21,0,2,0,4,0
293.151586,432.27,1482385,293.151353,-0.234,-0.797,C15 H26 K O3   ,15,26,1,0,0,3,0
293.187935,500.1,1210005,293.187738,-0.196,-0.67,C16 H30 K O2   ,16,30,1,0,0,2,0
293.208484,532.79,1326743,293.208716,0.232,0.79,C16 H30 Na O3  ,16,30,0,0,1,3,0
293.28145,-1000.0,923296,293.281487,0.036,0.123,C18 H38 Na O   ,18,38,0,0,1,1,0
294.038997,-1000.0,794877,294.039047,0.05,0.171,C8 H12 N3 O7 S ,8,12,0,3,0,7,1
294.204266,446.21,1055505,294.203964,-0.301,-1.023,C15 H29 N Na O3,15,29,0,1,1,3,0
295.167231,437.57,1524613,295.167003,-0.229,-0.774,C15 H28 K O3   ,15,28,1,0,0,3,0
295.203591,427.74,1523593,295.203388,-0.202,-0.685,C16 H32 K O2   ,16,32,1,0,0,2,0
295.260806,217.86,1447824,295.260751,-0.055,-0.186,C17 H36 Na O2  ,17,36,0,0,1,2,0
296.018826,-1000.0,806379,296.018963,0.137,0.463,C15 H6 N O6    ,15,6,0,1,0,6,0
297.146465,447.09,1090673,297.146267,-0.198,-0.667,C14 H26 K O4   ,14,26,1,0,0,4,0
297.178776,601.39,920949,297.178478,-0.298,-1.002,C13 H26 N2 Na O4,13,26,0,2,1,4,0
297.182972,527.61,1075318,297.182653,-0.319,-1.073,C15 H30 K O3   ,15,30,1,0,0,3,0
297.219331,202.26,1642618,297.219038,-0.293,-0.987,C16 H34 K O2   ,16,34,1,0,0,2,0
298.043197,606.83,793819,298.043441,0.244,0.82,C12 H9 N3 Na O5,12,9,0,3,1,5,0
298.977729,-1000.0,801609,298.977488,-0.241,-0.808,C13 H8 K O4 S  ,13,8,1,0,0,4,1
299.136914,634.01,816988,299.136613,-0.301,-1.005,C15 H20 N2 Na O3,15,20,0,2,1,3,0
299.144377,506.94,798045,299.144159,-0.218,-0.728,C14 H28 K O2 S ,14,28,1,0,0,2,1
299.160381,307.11,1980767,299.160148,-0.233,-0.778,C14 H23 N2 O5  ,14,23,0,2,0,5,0
299.162147,26.61,41351520,299.161917,-0.23,-0.769,C14 H28 K O4   ,14,28,1,0,0,4,0
299.198566,444.12,2216291,299.198303,-0.263,-0.879,C15 H32 K O3   ,15,32,1,0,0,3,0
299.221577,-1000.0,804198,299.221686,0.109,0.364,C17 H31 O4     ,17,31,0,0,0,4,0
300.048147,-1000.0,883142,300.047858,-0.289,-0.963,C13 H11 N Na O6,13,11,0,1,1,6,0
300.232496,-1000.0,812508,300.232191,-0.305,-1.017,C20 H30 N O    ,20,30,0,1,0,1,0
300.991063,385.43,1148980,300.991369,0.306,1.017,C13 H5 N2 O5 S ,13,5,0,2,0,5,1
301.140902,426.43,38664772,301.14103,0.127,0.423,C16 H22 Na O4  ,16,22,0,0,1,4,0
301.141315,18.89,358873664,301.14103,-0.285,-0.947,C16 H22 Na O4  ,16,22,0,0,1,4,0
301.144617,528.15,1546821,301.144401,-0.216,-0.718,C13 H26 Na O4 S,13,26,0,0,1,4,1
301.156734,420.79,1337927,301.156438,-0.296,-0.982,C17 H26 K O2   ,17,26,1,0,0,2,0
301.177806,80.49,4074057,301.177567,-0.238,-0.791,C14 H30 K O4   ,14,30,1,0,0,4,0
302.041021,-1000.0,863917,302.040761,-0.26,-0.86,C13 H8 N3 O6   ,13,8,0,3,0,6,0
302.215151,365.43,1786561,302.214827,-0.324,-1.071,C16 H32 N O2 S ,16,32,0,1,0,2,1
302.268906,-1000.0,873159,302.26897,0.065,0.214,C17 H36 N O3   ,17,36,0,1,0,3,0
302.944129,508.0,829204,302.944144,0.014,0.048,C9 H3 O10 S    ,9,3,0,0,0,10,1
303.016469,-1000.0,853789,303.01665,0.181,0.597,C15 H8 K N2 O3 ,15,8,1,2,0,3,0
303.157127,550.67,850733,303.156832,-0.295,-0.973,C13 H28 K O5   ,13,28,1,0,0,5,0
303.172393,475.41,803631,303.172088,-0.305,-1.005,C17 H28 K O2   ,17,28,1,0,0,2,0
303.231567,616.01,936757,303.231857,0.29,0.956,C20 H31 O2     ,20,31,0,0,0,2,0
303.26615,628.75,1393465,303.265836,-0.313,-1.032,C19 H36 Na O   ,19,36,0,0,1,1,0
305.136367,243.02,1233934,305.136096,-0.27,-0.886,C12 H26 K O6   ,12,26,1,0,0,6,0
305.188064,534.72,997396,305.187738,-0.326,-1.069,C17 H30 K O2   ,17,30,1,0,0,2,0
305.245105,537.25,3382298,305.245101,-0.004,-0.012,C18 H34 Na O2  ,18,34,0,0,1,2,0
305.975886,-1000.0,905325,305.975907,0.022,0.071,C9 H5 K N3 O7  ,9,5,1,3,0,7,0
306.06701,508.45,798839,306.067154,0.144,0.471,C15 H13 N3 Na O S,15,13,0,3,1,1,1
306.118474,-1000.0,794749,306.118343,-0.131,-0.429,C12 H20 N O8   ,12,20,0,1,0,8,0
306.159994,514.85,937089,306.160089,0.094,0.308,C19 H20 N3 O   ,19,20,0,3,0,1,0
306.160357,513.08,951425,306.160089,-0.268,-0.876,C19 H20 N3 O   ,19,20,0,3,0,1,0
306.160844,217.87,3452034,306.161054,0.21,0.686,C14 H25 N3 Na O S,14,25,0,3,1,1,1
306.161251,527.98,1107074,306.161054,-0.197,-0.644,C14 H25 N3 Na O S,14,25,0,3,1,1,1
306.242641,470.23,814219,306.242756,0.114,0.373,C19 H32 N O2   ,19,32,0,1,0,2,0
307.094531,125.35,2444523,307.094232,-0.299,-0.974,C14 H20 K O5   ,14,20,1,0,0,5,0
307.155605,549.35,827633,307.155338,-0.267,-0.87,C18 H19 N4 O   ,18,19,0,4,0,1,0
307.167236,555.03,1473779,307.167003,-0.233,-0.76,C16 H28 K O3   ,16,28,1,0,0,3,0
307.203645,486.19,1768695,307.203388,-0.257,-0.836,C17 H32 K O2   ,17,32,1,0,0,2,0
307.226651,397.73,812281,307.226771,0.12,0.391,C19 H31 O3     ,19,31,0,0,0,3,0
308.115719,352.84,872285,308.11597,0.251,0.816,C16 H19 K N3 O ,16,19,1,3,0,1,0
309.065157,327.88,873927,309.065203,0.046,0.148,C12 H13 N4 O4 S,12,13,0,4,0,4,1
309.167233,414.25,1510866,309.167245,0.012,0.038,C15 H26 Na O5  ,15,26,0,0,1,5,0
309.182948,429.4,1682900,309.182653,-0.295,-0.955,C16 H30 K O3   ,16,30,1,0,0,3,0
309.219274,456.14,1592792,309.219038,-0.236,-0.764,C17 H34 K O2   ,17,34,1,0,0,2,0
309.276138,-1000.0,792030,309.276401,0.263,0.852,C18 H38 Na O2  ,18,38,0,0,1,2,0
309.290364,-1000.0,1000928,309.29004,-0.324,-1.046,C19 H37 N2 O   ,19,37,0,2,0,1,0
309.985827,-1000.0,828973,309.986078,0.251,0.81,C12 H5 K N3 O5 ,12,5,1,3,0,5,0
309.993585,-1000.0,1032750,309.993472,-0.113,-0.365,C14 H9 K N O3 S,14,9,1,1,0,3,1
310.952382,317.43,789144,310.952336,-0.046,-0.149,C12 H4 K N2 O4 S,12,4,1,2,0,4,1
311.061589,318.0,841380,311.061492,-0.097,-0.311,C15 H16 K N2 O S,15,16,1,2,0,1,1
311.198565,414.61,1374899,311.198303,-0.263,-0.844,C16 H32 K O3   ,16,32,1,0,0,3,0
311.234936,531.11,2518711,311.234688,-0.248,-0.795,C17 H36 K O2   ,17,36,1,0,0,2,0
311.240363,562.19,821431,311.240313,-0.05,-0.159,C19 H35 O S    ,19,35,0,0,0,1,1
312.230142,520.33,1681189,312.229937,-0.205,-0.657,C16 H35 K N O2 ,16,35,1,1,0,2,0
313.0492,-1000.0,793471,313.049535,0.335,1.071,C20 H9 O4      ,20,9,0,0,0,4,0
313.071939,-1000.0,878465,313.072002,0.063,0.202,C18 H9 N4 O2   ,18,9,0,4,0,2,0
313.177818,454.24,1593229,313.177567,-0.25,-0.8,C15 H30 K O4   ,15,30,1,0,0,4,0
313.214195,461.84,2162577,313.213953,-0.243,-0.774,C16 H34 K O3   ,16,34,1,0,0,3,0
313.97776,-1000.0,820196,313.977886,0.126,0.401,C10 H4 N O11   ,10,4,0,1,0,11,0
315.087842,508.62,807518,315.087652,-0.19,-0.602,C18 H11 N4 O2  ,18,11,0,4,0,2,0
315.12067,384.03,1568865,315.120446,-0.223,-0.709,C13 H24 K O6   ,13,24,1,0,0,6,0
315.136022,524.73,851043,315.135703,-0.32,-1.015,C17 H24 K O3   ,17,24,1,0,0,3,0
315.157098,333.66,1385573,315.156832,-0.266,-0.844,C14 H28 K O5   ,14,28,1,0,0,5,0
315.174572,-1000.0,867431,315.174342,-0.231,-0.732,C23 H23 O      ,23,23,0,0,0,1,0
315.175694,413.47,826471,315.175459,-0.235,-0.746,C15 H32 K O2 S ,15,32,1,0,0,2,1
315.19349,30.33,10584169,315.193217,-0.272,-0.863,C15 H32 K O4   ,15,32,1,0,0,4,0
